Index,Year,Month,Raw Material,Feedstock Type,Avg Sugar/Starch Content (%),Ethanol Yield (L/ton),Production Volume (tons),Ethanol Produced (L),Cost per Ton (USD),Total Cost (USD),Water Used (m3),CO2 Emitted (tons)
1095,2020,1,Rice Straw,Cellulose-based,18,190,336.45,63925.5,66.49,22370.56,1246.1,117.36
1096,2020,2,Wheat,Starch-based,55,370,734.79,271872.3,97.52,71656.72,2612.32,551.54
1097,2020,6,Bagasse,Cellulose-based,20,210,431.19,90549.9,68.87,29696.06,2026.4,174.71
1098,2022,11,Bagasse,Cellulose-based,20,210,674.66,141678.6,99.77,67310.83,2603.47,220.08
1099,2020,9,Sugarcane,Sugar-based,14,70,317.98,22258.6,40.68,12935.43,1489.87,52.09
1100,2023,6,Corn,Starch-based,60,400,785.47,314188.0,82.72,64974.08,3195.03,654.23
1101,2021,2,Rice Straw,Cellulose-based,18,190,874.43,166141.7,78.72,68835.13,3887.47,368.15
1102,2024,5,Molasses,Sugar-based,48,250,245.48,61370.0,49.28,12097.25,1051.33,150.7
1103,2023,4,Bagasse,Cellulose-based,20,210,942.94,198017.4,48.53,45760.88,3101.16,298.07
1104,2023,3,Corn,Starch-based,60,400,213.97,85588.0,46.46,9941.05,937.66,176.48
1105,2020,12,Corn,Starch-based,60,400,526.4,210560.0,59.25,31189.2,2469.63,401.7
1106,2020,12,Bagasse,Cellulose-based,20,210,417.11,87593.1,46.93,19574.97,1769.72,154.42
1107,2021,10,Wheat,Starch-based,55,370,666.26,246516.2,87.2,58097.87,2202.38,532.24
1108,2023,8,Rice Straw,Cellulose-based,18,190,855.81,162603.9,79.89,68370.66,3495.93,373.06
1109,2021,11,Sugarcane,Sugar-based,14,70,759.01,53130.7,100.4,76204.6,2915.82,116.66
1110,2023,5,Corn,Starch-based,60,400,565.59,226236.0,86.26,48787.79,2285.1,404.43
1111,2020,10,Corn,Starch-based,60,400,601.62,240648.0,101.21,60889.96,2744.37,562.21
1112,2021,1,Corn,Starch-based,60,400,110.44,44176.0,79.37,8765.62,429.35,83.77
1113,2023,9,Sugarcane,Sugar-based,14,70,489.43,34260.1,56.11,27461.92,2435.06,66.14
1114,2020,3,Rice Straw,Cellulose-based,18,190,874.1,166079.0,84.15,73555.52,3712.1,379.69
1115,2022,9,Corn,Starch-based,60,400,778.08,311232.0,59.4,46217.95,3701.2,739.33
1116,2023,2,Sugarcane,Sugar-based,14,70,243.64,17054.8,90.49,22046.98,945.55,39.64
1117,2021,1,Molasses,Sugar-based,48,250,365.97,91492.5,43.18,15802.58,1374.21,179.98
1118,2020,10,Molasses,Sugar-based,48,250,487.92,121980.0,118.91,58018.57,2172.46,193.96
1119,2021,2,Molasses,Sugar-based,48,250,995.71,248927.5,74.75,74429.32,4360.43,500.16
1120,2023,4,Sugarcane,Sugar-based,14,70,977.54,68427.8,75.17,73481.68,4849.62,140.54
1121,2023,7,Sugarcane,Sugar-based,14,70,769.29,53850.3,51.48,39603.05,3230.7,114.2
1122,2024,5,Rice Straw,Cellulose-based,18,190,530.97,100884.3,60.78,32272.36,1728.17,166.29
1123,2022,6,Corn,Starch-based,60,400,402.83,161132.0,49.69,20016.62,1721.34,263.51
1124,2024,11,Bagasse,Cellulose-based,20,210,588.02,123484.2,60.84,35775.14,2184.13,245.09
1125,2022,5,Rice Straw,Cellulose-based,18,190,711.77,135236.3,64.17,45674.28,3260.04,276.33
1126,2021,2,Rice Straw,Cellulose-based,18,190,255.68,48579.2,72.46,18526.57,1174.5,119.77
1127,2024,8,Bagasse,Cellulose-based,20,210,518.89,108966.9,61.88,32108.91,1886.26,206.88
1128,2020,2,Bagasse,Cellulose-based,20,210,694.64,145874.4,119.69,83141.46,3051.39,265.92
1129,2020,11,Rice Straw,Cellulose-based,18,190,260.53,49500.7,110.47,28780.75,796.04,99.12
1130,2023,12,Molasses,Sugar-based,48,250,515.44,128860.0,44.71,23045.32,1830.22,229.81
1131,2024,8,Molasses,Sugar-based,48,250,880.5,220125.0,70.67,62224.94,2971.9,431.45
1132,2020,5,Rice Straw,Cellulose-based,18,190,930.59,176812.1,51.87,48269.7,3634.67,319.17
1133,2020,2,Wheat,Starch-based,55,370,688.99,254926.3,101.63,70022.05,2440.63,528.22
1134,2021,5,Sugarcane,Sugar-based,14,70,732.82,51297.4,73.6,53935.55,2298.96,114.71
1135,2020,5,Wheat,Starch-based,55,370,419.15,155085.5,119.78,50205.79,1653.02,241.53
1136,2020,11,Bagasse,Cellulose-based,20,210,602.16,126453.6,104.5,62925.72,1910.56,195.18
1137,2020,8,Wheat,Starch-based,55,370,888.01,328563.7,56.27,49968.32,2745.92,544.82
1138,2023,4,Wheat,Starch-based,55,370,461.28,170673.6,112.2,51755.62,2093.61,412.78
1139,2024,12,Corn,Starch-based,60,400,540.59,216236.0,95.69,51729.06,1712.13,333.48
1140,2022,5,Rice Straw,Cellulose-based,18,190,986.09,187357.1,56.03,55250.62,4562.89,423.87
1141,2023,6,Sugarcane,Sugar-based,14,70,214.54,15017.8,103.8,22269.25,901.74,29.64
1142,2020,9,Bagasse,Cellulose-based,20,210,924.98,194245.8,104.7,96845.41,4380.95,429.45
1143,2022,2,Sugarcane,Sugar-based,14,70,122.07,8544.9,46.69,5699.45,432.38,15.35
1144,2020,5,Molasses,Sugar-based,48,250,736.87,184217.5,97.28,71682.71,3398.58,380.47
1145,2021,11,Sugarcane,Sugar-based,14,70,768.27,53778.9,69.26,53210.38,2310.67,111.77
1146,2023,7,Bagasse,Cellulose-based,20,210,227.2,47712.0,68.5,15563.2,744.18,112.08
1147,2021,3,Molasses,Sugar-based,48,250,822.32,205580.0,98.97,81385.01,2911.15,363.85
1148,2021,6,Corn,Starch-based,60,400,503.07,201228.0,107.27,53964.32,2414.1,395.34
1149,2024,9,Wheat,Starch-based,55,370,957.62,354319.4,77.12,73851.65,3005.13,565.99
1150,2023,1,Sugarcane,Sugar-based,14,70,595.63,41694.1,73.36,43695.42,2063.25,73.59
1151,2021,10,Corn,Starch-based,60,400,228.53,91412.0,63.15,14431.67,917.42,177.97
1152,2022,8,Rice Straw,Cellulose-based,18,190,983.99,186958.1,109.25,107500.91,4696.05,404.97
1153,2022,3,Molasses,Sugar-based,48,250,644.84,161210.0,87.87,56662.09,2697.3,266.42
1154,2020,8,Sugarcane,Sugar-based,14,70,458.66,32106.2,58.28,26730.7,1447.74,78.62
1155,2021,1,Rice Straw,Cellulose-based,18,190,335.34,63714.6,94.0,31521.96,1591.1,143.78
1156,2021,5,Molasses,Sugar-based,48,250,267.52,66880.0,74.86,20026.55,851.67,142.54
1157,2022,12,Bagasse,Cellulose-based,20,210,220.15,46231.5,43.97,9680.0,775.51,101.75
1158,2020,2,Bagasse,Cellulose-based,20,210,287.14,60299.4,80.32,23063.08,1214.74,99.58
1159,2023,11,Corn,Starch-based,60,400,799.11,319644.0,75.27,60149.01,3643.07,745.94
1160,2021,4,Sugarcane,Sugar-based,14,70,277.72,19440.4,50.11,13916.55,839.59,42.09
1161,2023,4,Wheat,Starch-based,55,370,327.18,121056.6,46.26,15135.35,1482.4,236.15
1162,2024,1,Molasses,Sugar-based,48,250,587.15,146787.5,76.0,44623.4,1781.46,243.88
1163,2024,12,Wheat,Starch-based,55,370,380.6,140822.0,97.82,37230.29,1206.61,225.26
1164,2021,6,Molasses,Sugar-based,48,250,838.64,209660.0,46.41,38921.28,2617.69,389.96
1165,2020,4,Rice Straw,Cellulose-based,18,190,636.85,121001.5,96.82,61659.82,2204.3,235.21
1166,2020,4,Rice Straw,Cellulose-based,18,190,286.12,54362.8,52.05,14892.55,877.21,87.79
1167,2020,9,Molasses,Sugar-based,48,250,695.48,173870.0,113.58,78992.62,2434.16,340.07
1168,2021,1,Bagasse,Cellulose-based,20,210,875.34,183821.4,91.47,80067.35,3508.08,367.61
1169,2022,11,Sugarcane,Sugar-based,14,70,560.61,39242.7,115.11,64531.82,2138.29,80.48
1170,2023,10,Rice Straw,Cellulose-based,18,190,367.14,69756.6,73.65,27039.86,1605.47,135.17
1171,2021,12,Sugarcane,Sugar-based,14,70,145.39,10177.3,63.34,9209.0,508.93,22.81
1172,2021,2,Wheat,Starch-based,55,370,780.62,288829.4,69.22,54034.52,2477.94,494.97
1173,2020,3,Molasses,Sugar-based,48,250,903.72,225930.0,85.77,77512.06,2825.49,456.35
1174,2022,11,Sugarcane,Sugar-based,14,70,341.89,23932.3,105.91,36209.57,1495.84,59.34
1175,2020,10,Bagasse,Cellulose-based,20,210,633.5,133035.0,112.27,71123.04,2241.05,290.12
1176,2024,10,Bagasse,Cellulose-based,20,210,760.11,159623.1,64.17,48776.26,2498.6,256.16
1177,2022,4,Molasses,Sugar-based,48,250,774.13,193532.5,91.93,71165.77,2355.11,437.79
1178,2021,7,Corn,Starch-based,60,400,227.56,91024.0,113.88,25914.53,924.89,175.4
1179,2024,5,Rice Straw,Cellulose-based,18,190,161.13,30614.7,45.96,7405.53,550.63,54.59
1180,2023,3,Molasses,Sugar-based,48,250,378.46,94615.0,119.45,45207.05,1497.98,191.38
1181,2021,9,Rice Straw,Cellulose-based,18,190,423.89,80539.1,77.6,32893.86,2046.01,184.35
1182,2023,3,Bagasse,Cellulose-based,20,210,909.85,191068.5,55.63,50614.96,2851.26,307.86
1183,2021,2,Molasses,Sugar-based,48,250,323.03,80757.5,52.03,16807.25,1133.52,200.12
1184,2022,3,Bagasse,Cellulose-based,20,210,566.27,118916.7,104.95,59430.04,2176.15,214.91
1185,2023,7,Corn,Starch-based,60,400,576.63,230652.0,63.89,36840.89,2751.81,530.08
1186,2024,12,Sugarcane,Sugar-based,14,70,191.71,13419.7,89.33,17125.45,837.18,29.14
1187,2022,11,Molasses,Sugar-based,48,250,441.05,110262.5,82.23,36267.54,1481.67,200.86
1188,2024,7,Molasses,Sugar-based,48,250,908.88,227220.0,83.26,75673.35,2764.76,483.91
1189,2023,12,Corn,Starch-based,60,400,667.1,266840.0,49.15,32787.97,3151.31,623.29
1190,2024,3,Sugarcane,Sugar-based,14,70,865.97,60617.9,81.45,70533.26,2977.87,143.28
1191,2023,6,Bagasse,Cellulose-based,20,210,239.6,50316.0,89.03,21331.59,1040.14,101.49
1192,2023,1,Corn,Starch-based,60,400,893.22,357288.0,69.71,62266.37,4139.1,768.95
1193,2023,3,Molasses,Sugar-based,48,250,646.03,161507.5,77.05,49776.61,3218.85,273.31
1194,2023,1,Rice Straw,Cellulose-based,18,190,741.17,140822.3,94.86,70307.39,3098.06,349.31
1195,2020,7,Rice Straw,Cellulose-based,18,190,318.37,60490.3,55.35,17621.78,1176.19,95.17
1196,2024,8,Bagasse,Cellulose-based,20,210,241.58,50731.8,112.38,27148.76,1102.55,78.59
1197,2023,5,Wheat,Starch-based,55,370,683.3,252821.0,94.59,64633.35,3193.68,458.42
1198,2024,1,Rice Straw,Cellulose-based,18,190,690.95,131280.5,91.26,63056.1,2477.8,217.21
1199,2021,12,Corn,Starch-based,60,400,484.22,193688.0,58.62,28384.98,2240.65,439.25
1200,2024,3,Wheat,Starch-based,55,370,787.03,291201.1,50.61,39831.59,3768.06,482.97
1201,2024,8,Rice Straw,Cellulose-based,18,190,543.31,103228.9,79.88,43399.6,1904.77,221.66
1202,2024,9,Wheat,Starch-based,55,370,939.29,347537.3,80.0,75143.2,3286.11,825.04
1203,2024,12,Bagasse,Cellulose-based,20,210,460.69,96744.9,112.28,51726.27,2231.65,217.88
1204,2023,6,Bagasse,Cellulose-based,20,210,452.22,94966.2,109.24,49400.51,1539.5,221.72
1205,2022,10,Molasses,Sugar-based,48,250,872.94,218235.0,62.46,54523.83,3996.12,419.19
1206,2020,6,Bagasse,Cellulose-based,20,210,957.13,200997.3,102.38,97990.97,4056.82,403.16
1207,2022,6,Bagasse,Cellulose-based,20,210,666.24,139910.4,71.34,47529.56,2664.53,235.98
1208,2024,12,Rice Straw,Cellulose-based,18,190,131.12,24912.8,76.98,10093.62,434.2,51.39
1209,2024,5,Bagasse,Cellulose-based,20,210,583.25,122482.5,42.97,25062.25,2470.64,247.62
1210,2022,9,Wheat,Starch-based,55,370,746.44,276182.8,89.02,66448.09,2997.78,661.62
1211,2024,6,Molasses,Sugar-based,48,250,448.74,112185.0,114.05,51178.8,1433.18,205.33
1212,2021,10,Sugarcane,Sugar-based,14,70,470.05,32903.5,106.09,49867.6,2182.27,81.43
1213,2022,2,Molasses,Sugar-based,48,250,343.17,85792.5,119.64,41056.86,1552.39,141.66
1214,2022,11,Rice Straw,Cellulose-based,18,190,809.47,153799.3,73.98,59884.59,3395.54,245.49
1215,2024,2,Bagasse,Cellulose-based,20,210,886.97,186263.7,79.85,70824.55,3360.3,338.15
1216,2022,4,Corn,Starch-based,60,400,754.81,301924.0,73.84,55735.17,2502.27,472.03
1217,2020,9,Corn,Starch-based,60,400,780.1,312040.0,119.66,93346.77,3285.49,576.33
1218,2022,11,Molasses,Sugar-based,48,250,842.75,210687.5,94.77,79867.42,3722.76,385.23
1219,2024,11,Corn,Starch-based,60,400,201.49,80596.0,57.65,11615.9,920.81,196.9
1220,2022,2,Wheat,Starch-based,55,370,279.64,103466.8,47.25,13212.99,983.12,200.39
1221,2020,8,Molasses,Sugar-based,48,250,123.71,30927.5,105.97,13109.55,384.48,60.65
1222,2022,7,Bagasse,Cellulose-based,20,210,989.21,207734.1,59.8,59154.76,4377.93,364.21
1223,2021,2,Wheat,Starch-based,55,370,667.89,247119.3,89.8,59976.52,2300.96,494.51
1224,2023,2,Bagasse,Cellulose-based,20,210,498.89,104766.9,102.8,51285.89,2212.98,209.23
1225,2020,10,Rice Straw,Cellulose-based,18,190,513.28,97523.2,67.3,34543.74,2486.2,147.01
1226,2021,11,Wheat,Starch-based,55,370,640.43,236959.1,119.76,76697.9,2082.17,395.26
1227,2024,6,Rice Straw,Cellulose-based,18,190,767.97,145914.3,86.5,66429.4,2350.92,272.55
1228,2021,2,Corn,Starch-based,60,400,171.51,68604.0,88.17,15122.04,746.2,163.22
1229,2024,4,Bagasse,Cellulose-based,20,210,154.41,32426.1,107.48,16595.99,754.39,50.1
1230,2023,12,Wheat,Starch-based,55,370,125.98,46612.6,69.58,8765.69,385.52,105.15
1231,2021,8,Sugarcane,Sugar-based,14,70,345.83,24208.1,68.33,23630.56,1601.76,46.4
1232,2024,5,Sugarcane,Sugar-based,14,70,227.55,15928.5,111.07,25273.98,991.03,27.86
1233,2023,12,Bagasse,Cellulose-based,20,210,248.06,52092.6,44.84,11123.01,1015.44,101.52
1234,2021,4,Bagasse,Cellulose-based,20,210,499.19,104829.9,43.63,21779.66,2073.67,173.6
1235,2021,12,Rice Straw,Cellulose-based,18,190,200.13,38024.7,99.7,19952.96,933.51,69.96
1236,2024,1,Corn,Starch-based,60,400,769.35,307740.0,48.48,37298.09,3784.29,472.64
1237,2020,1,Rice Straw,Cellulose-based,18,190,357.54,67932.6,107.21,38331.86,1748.42,144.89
1238,2024,12,Sugarcane,Sugar-based,14,70,914.86,64040.2,52.33,47874.62,3716.35,106.39
1239,2022,1,Rice Straw,Cellulose-based,18,190,714.68,135789.2,72.35,51707.1,2685.38,322.05
1240,2022,6,Bagasse,Cellulose-based,20,210,127.6,26796.0,101.05,12893.98,400.36,56.38
1241,2022,5,Rice Straw,Cellulose-based,18,190,720.22,136841.8,115.98,83531.12,2797.84,313.93
1242,2022,12,Molasses,Sugar-based,48,250,550.15,137537.5,44.59,24531.19,2646.78,315.11
1243,2022,10,Molasses,Sugar-based,48,250,664.39,166097.5,102.32,67980.38,2980.7,317.96
1244,2020,5,Molasses,Sugar-based,48,250,486.56,121640.0,66.22,32220.0,1530.4,220.66
1245,2022,6,Bagasse,Cellulose-based,20,210,837.26,175824.6,93.03,77890.3,4096.92,288.96
1246,2022,12,Wheat,Starch-based,55,370,225.69,83505.3,72.02,16254.19,859.22,163.61
1247,2022,8,Molasses,Sugar-based,48,250,346.59,86647.5,101.77,35272.46,1478.51,171.69
1248,2022,2,Rice Straw,Cellulose-based,18,190,320.24,60845.6,73.48,23531.24,1130.0,113.38
1249,2022,9,Wheat,Starch-based,55,370,993.8,367706.0,62.98,62589.52,3472.6,876.04
1250,2023,12,Rice Straw,Cellulose-based,18,190,615.99,117038.1,104.17,64167.68,2048.9,194.34
1251,2020,6,Molasses,Sugar-based,48,250,433.52,108380.0,54.53,23639.85,1763.79,205.1
1252,2021,8,Wheat,Starch-based,55,370,910.96,337055.2,84.53,77003.45,3188.23,665.49
1253,2021,3,Molasses,Sugar-based,48,250,182.19,45547.5,57.08,10399.41,677.2,102.27
1254,2023,2,Corn,Starch-based,60,400,194.89,77956.0,96.66,18838.07,673.23,184.13
1255,2023,7,Sugarcane,Sugar-based,14,70,728.59,51001.3,95.83,69820.78,2549.17,86.54
1256,2024,6,Rice Straw,Cellulose-based,18,190,810.96,154082.4,100.47,81477.15,3664.91,266.85
1257,2024,2,Sugarcane,Sugar-based,14,70,616.13,43129.1,84.04,51779.57,2324.46,75.76
1258,2023,1,Rice Straw,Cellulose-based,18,190,158.62,30137.8,53.93,8554.38,523.38,64.85
1259,2021,11,Sugarcane,Sugar-based,14,70,210.43,14730.1,77.97,16407.23,1025.52,23.84
1260,2020,1,Molasses,Sugar-based,48,250,208.93,52232.5,84.91,17740.25,937.84,79.08
1261,2024,11,Corn,Starch-based,60,400,521.17,208468.0,80.72,42068.84,2189.86,519.24
1262,2021,2,Wheat,Starch-based,55,370,274.38,101520.6,43.21,11855.96,1033.2,209.61
1263,2020,6,Bagasse,Cellulose-based,20,210,403.84,84806.4,47.16,19045.09,1646.22,176.18
1264,2024,12,Rice Straw,Cellulose-based,18,190,375.19,71286.1,99.58,37361.42,1721.7,146.13
1265,2024,7,Molasses,Sugar-based,48,250,755.17,188792.5,96.13,72594.49,3294.35,313.84
1266,2023,7,Bagasse,Cellulose-based,20,210,193.5,40635.0,42.92,8305.02,639.31,99.71
1267,2022,5,Rice Straw,Cellulose-based,18,190,933.47,177359.3,91.52,85431.17,3993.61,326.4
1268,2023,6,Molasses,Sugar-based,48,250,946.8,236700.0,59.25,56097.9,3178.4,478.8
1269,2020,1,Corn,Starch-based,60,400,276.28,110512.0,99.16,27395.92,1362.21,272.94
1270,2022,3,Wheat,Starch-based,55,370,861.22,318651.4,48.47,41743.33,3832.51,759.42
1271,2023,9,Rice Straw,Cellulose-based,18,190,355.25,67497.5,100.91,35848.28,1095.65,105.19
1272,2023,8,Rice Straw,Cellulose-based,18,190,292.42,55559.8,70.3,20557.13,941.07,87.05
1273,2020,7,Bagasse,Cellulose-based,20,210,213.97,44933.7,50.27,10756.27,838.7,78.57
1274,2020,4,Rice Straw,Cellulose-based,18,190,517.12,98252.8,59.76,30903.09,2165.57,161.45
1275,2020,10,Bagasse,Cellulose-based,20,210,342.07,71834.7,40.76,13942.77,1376.49,128.81
1276,2021,5,Rice Straw,Cellulose-based,18,190,746.36,141808.4,56.14,41900.65,3259.03,227.13
1277,2021,1,Bagasse,Cellulose-based,20,210,165.45,34744.5,42.92,7101.11,779.48,59.52
1278,2020,1,Bagasse,Cellulose-based,20,210,751.24,157760.4,117.78,88481.05,3447.0,307.16
1279,2022,8,Sugarcane,Sugar-based,14,70,169.03,11832.1,76.44,12920.65,802.75,19.69
1280,2021,9,Corn,Starch-based,60,400,795.96,318384.0,100.04,79627.84,2681.98,587.04
1281,2020,3,Sugarcane,Sugar-based,14,70,312.76,21893.2,50.93,15928.87,1086.24,33.81
1282,2023,9,Sugarcane,Sugar-based,14,70,640.17,44811.9,79.07,50618.24,2363.77,101.85
1283,2020,10,Molasses,Sugar-based,48,250,304.92,76230.0,47.2,14392.22,1064.32,121.11
1284,2023,3,Sugarcane,Sugar-based,14,70,765.15,53560.5,112.68,86217.1,2435.73,93.58
1285,2023,9,Sugarcane,Sugar-based,14,70,954.78,66834.6,64.14,61239.59,3683.42,162.48
1286,2022,5,Corn,Starch-based,60,400,351.64,140656.0,79.05,27797.14,1183.57,291.66
1287,2023,1,Corn,Starch-based,60,400,426.59,170636.0,68.21,29097.7,1611.11,290.09
1288,2024,6,Molasses,Sugar-based,48,250,925.88,231470.0,55.08,50997.47,4532.11,401.11
1289,2020,10,Bagasse,Cellulose-based,20,210,485.82,102022.2,52.02,25272.36,2343.63,181.41
1290,2020,7,Rice Straw,Cellulose-based,18,190,159.92,30384.8,105.46,16865.16,671.34,53.15
1291,2020,11,Rice Straw,Cellulose-based,18,190,144.87,27525.3,67.0,9706.29,506.81,65.85
1292,2020,7,Sugarcane,Sugar-based,14,70,212.88,14901.6,61.11,13009.1,735.49,23.42
1293,2020,12,Sugarcane,Sugar-based,14,70,153.1,10717.0,67.25,10295.98,501.42,21.68
1294,2023,12,Sugarcane,Sugar-based,14,70,551.68,38617.6,41.0,22618.88,1900.57,87.57
1295,2021,2,Molasses,Sugar-based,48,250,227.34,56835.0,60.98,13863.19,742.84,117.87
1296,2022,6,Sugarcane,Sugar-based,14,70,697.56,48829.2,109.24,76201.45,3070.54,86.8
1297,2022,11,Wheat,Starch-based,55,370,832.86,308158.2,101.26,84335.4,3566.63,676.3
1298,2022,9,Bagasse,Cellulose-based,20,210,137.6,28896.0,64.4,8861.44,645.38,55.0
1299,2022,1,Rice Straw,Cellulose-based,18,190,807.26,153379.4,47.64,38457.87,2648.0,257.17
1300,2024,3,Wheat,Starch-based,55,370,132.21,48917.7,77.08,10190.75,554.4,78.98
1301,2022,5,Corn,Starch-based,60,400,450.65,180260.0,82.99,37399.44,1473.45,320.58
1302,2021,4,Rice Straw,Cellulose-based,18,190,757.25,143877.5,55.39,41944.08,3354.6,318.71
1303,2021,11,Rice Straw,Cellulose-based,18,190,531.82,101045.8,41.17,21895.03,2159.41,232.91
1304,2020,8,Sugarcane,Sugar-based,14,70,463.99,32479.3,76.55,35518.43,1798.79,61.98
1305,2022,5,Corn,Starch-based,60,400,612.19,244876.0,54.51,33370.48,2328.01,584.81
1306,2022,8,Molasses,Sugar-based,48,250,695.33,173832.5,106.77,74240.38,3259.19,273.31
1307,2020,4,Wheat,Starch-based,55,370,234.12,86624.4,93.43,21873.83,951.18,169.9
1308,2022,11,Bagasse,Cellulose-based,20,210,830.34,174371.4,56.12,46598.68,3126.35,287.32
1309,2020,1,Sugarcane,Sugar-based,14,70,954.31,66801.7,69.55,66372.26,3690.05,131.29
1310,2020,9,Bagasse,Cellulose-based,20,210,108.12,22705.2,67.8,7330.54,446.68,55.29
1311,2024,4,Molasses,Sugar-based,48,250,835.37,208842.5,42.12,35185.78,3247.17,375.15
1312,2022,4,Molasses,Sugar-based,48,250,124.99,31247.5,40.38,5047.1,547.73,54.77
1313,2021,1,Rice Straw,Cellulose-based,18,190,471.63,89609.7,68.79,32443.43,2054.8,139.67
1314,2020,4,Corn,Starch-based,60,400,926.73,370692.0,57.56,53342.58,3968.73,621.71
1315,2023,2,Corn,Starch-based,60,400,406.14,162456.0,48.1,19535.33,1754.37,288.98
1316,2024,11,Corn,Starch-based,60,400,777.94,311176.0,119.83,93220.55,3161.81,692.97
1317,2022,11,Wheat,Starch-based,55,370,876.11,324160.7,62.45,54713.07,3977.93,733.57
1318,2020,5,Corn,Starch-based,60,400,605.78,242312.0,63.57,38509.43,1887.33,413.66
1319,2023,4,Sugarcane,Sugar-based,14,70,129.56,9069.2,60.56,7846.15,627.42,21.82
1320,2023,7,Wheat,Starch-based,55,370,913.98,338172.6,94.46,86334.55,2788.87,653.45
1321,2020,1,Sugarcane,Sugar-based,14,70,213.61,14952.7,104.8,22386.33,974.43,27.32
1322,2021,3,Rice Straw,Cellulose-based,18,190,627.76,119274.4,56.16,35255.0,2122.21,294.74
1323,2023,5,Rice Straw,Cellulose-based,18,190,544.14,103386.6,68.76,37415.07,2390.53,224.39
1324,2022,9,Sugarcane,Sugar-based,14,70,554.81,38836.7,47.24,26209.22,2170.77,78.29
1325,2023,2,Wheat,Starch-based,55,370,286.99,106186.3,102.77,29493.96,1160.24,223.97
1326,2021,4,Bagasse,Cellulose-based,20,210,197.48,41470.8,81.55,16104.49,869.93,73.98
1327,2023,7,Bagasse,Cellulose-based,20,210,901.04,189218.4,101.15,91140.2,3831.89,367.6
1328,2020,1,Corn,Starch-based,60,400,660.65,264260.0,94.99,62755.14,2803.92,632.53
1329,2024,10,Corn,Starch-based,60,400,600.73,240292.0,42.16,25326.78,1878.93,495.33
1330,2021,9,Molasses,Sugar-based,48,250,972.85,243212.5,114.29,111187.03,4218.41,488.37
1331,2022,4,Wheat,Starch-based,55,370,186.39,68964.3,40.96,7634.53,586.51,130.21
1332,2023,12,Rice Straw,Cellulose-based,18,190,373.86,71033.4,43.32,16195.62,1599.09,122.0
1333,2022,7,Corn,Starch-based,60,400,923.33,369332.0,110.78,102286.5,4258.03,876.49
1334,2021,9,Sugarcane,Sugar-based,14,70,815.88,57111.6,112.35,91664.12,3539.68,86.36
1335,2020,4,Wheat,Starch-based,55,370,164.85,60994.5,95.22,15697.02,722.34,112.34
1336,2020,4,Wheat,Starch-based,55,370,632.16,233899.2,78.57,49668.81,3061.88,357.38
1337,2023,11,Bagasse,Cellulose-based,20,210,583.62,122560.2,79.04,46129.32,1862.81,269.42
1338,2023,10,Rice Straw,Cellulose-based,18,190,149.73,28448.7,111.07,16630.51,481.66,62.71
1339,2023,8,Sugarcane,Sugar-based,14,70,385.41,26978.7,110.03,42406.66,1785.03,66.98
1340,2023,9,Corn,Starch-based,60,400,854.38,341752.0,57.52,49143.94,3251.86,586.9
1341,2020,9,Rice Straw,Cellulose-based,18,190,496.85,94401.5,82.13,40806.29,2023.45,190.31
1342,2023,4,Sugarcane,Sugar-based,14,70,848.08,59365.6,48.04,40741.76,3165.47,143.87
1343,2022,4,Rice Straw,Cellulose-based,18,190,588.37,111790.3,76.74,45151.51,2479.52,245.62
1344,2022,6,Molasses,Sugar-based,48,250,812.64,203160.0,53.86,43768.79,3433.45,306.21
1345,2023,6,Wheat,Starch-based,55,370,127.7,47249.0,95.77,12229.83,473.1,73.28
1346,2022,6,Corn,Starch-based,60,400,525.67,210268.0,67.19,35319.77,2307.99,381.29
1347,2020,1,Wheat,Starch-based,55,370,944.87,349601.9,89.46,84528.07,4324.96,604.92
1348,2021,9,Corn,Starch-based,60,400,681.94,272776.0,71.0,48417.74,2415.86,574.0
1349,2024,7,Rice Straw,Cellulose-based,18,190,182.31,34638.9,92.0,16772.52,603.65,66.53
1350,2022,2,Molasses,Sugar-based,48,250,230.86,57715.0,95.61,22072.52,1046.35,118.59
1351,2021,11,Sugarcane,Sugar-based,14,70,524.96,36747.2,51.05,26799.21,2272.99,58.54
1352,2020,11,Sugarcane,Sugar-based,14,70,940.53,65837.1,65.52,61623.53,3986.76,103.95
1353,2023,11,Molasses,Sugar-based,48,250,334.39,83597.5,51.07,17077.3,1032.71,163.41
1354,2021,10,Rice Straw,Cellulose-based,18,190,293.27,55721.3,90.63,26579.06,1134.15,101.41
1355,2023,8,Bagasse,Cellulose-based,20,210,984.2,206682.0,49.27,48491.53,4266.94,371.14
1356,2020,1,Rice Straw,Cellulose-based,18,190,775.76,147394.4,64.04,49679.67,2915.15,315.3
1357,2022,2,Corn,Starch-based,60,400,808.33,323332.0,53.29,43075.91,3042.7,782.17
1358,2021,11,Sugarcane,Sugar-based,14,70,524.79,36735.3,95.0,49855.05,1659.12,76.83
1359,2023,7,Wheat,Starch-based,55,370,968.22,358241.4,82.02,79413.4,2917.89,730.1
1360,2023,5,Molasses,Sugar-based,48,250,793.22,198305.0,107.08,84938.0,3566.67,448.06
1361,2024,7,Bagasse,Cellulose-based,20,210,597.14,125399.4,114.89,68605.41,2772.63,191.49
1362,2022,1,Bagasse,Cellulose-based,20,210,737.49,154872.9,55.03,40584.07,3502.03,256.68
